Form_ID	Language_ID	Cognateset_ID
1144	Betta_Kurumba	moon-C
1145	Malto	moon-D
1146	Brahui	moon-E
1147	Gondi	moon-F
1148	Kota	moon-G
1149	Koya	mountain-A
1150	Betta_Kurumba	mountain-B
1151	Kannada	mountain-B
1152	Kodava	mountain-C
1153	Telugu	mountain-C
1154	Yeruva	mountain-C
1155	Badga	mountain-D
1156	Brahui	mountain-D
1157	Malayalam	mountain-D
1158	Tamil	mountain-D
1159	Gondi	mountain-E
1160	Koya	mountain-E
1161	Malayalam	mountain-F
1162	Telugu	mountain-F
1163	Toda	mountain-G
1164	Tulu	mountain-H
1165	Malto	mountain-I
1166	Kurukh	mountain-J
1167	Kolami	mountain-K
1168	Kota	mountain-L
1169	Ollari_Gadba	mountain-M
1170	Betta_Kurumba	mouth-A
1171	Brahui	mouth-A
1172	Kannada	mouth-A
1173	Kodava	mouth-A
1174	Kota	mouth-A
1175	Kurukh	mouth-A
1176	Malayalam	mouth-A
1177	Parji	mouth-A
1178	Tamil	mouth-A
1179	Tamil	mouth-A
1180	Toda	mouth-A
1181	Tulu	mouth-A
1182	Yeruva	mouth-A
1183	Telugu	mouth-B
1184	Koya	mouth-C
1185	Badga	mouth-D
1186	Gondi	mouth-E
1187	Malto	mouth-E
1188	Kolami	mouth-F
1189	Kuwi	mouth-G
1190	Ollari_Gadba	mouth-H
1191	Badga	name-A
1192	Betta_Kurumba	name-A
1193	Brahui	name-A
1194	Gondi	name-A
1195	Kannada	name-A
1196	Kodava	name-A
1197	Kolami	name-A
1198	Kota	name-A
1199	Koya	name-A
1200	Kuwi	name-A
1201	Malayalam	name-A
1202	Parji	name-A
1203	Tamil	name-A
1204	Telugu	name-A
1205	Toda	name-A
1206	Tulu	name-A
1207	Yeruva	name-A
1208	Kurukh	name-B
1209	Malto	name-B
1210	Badga	neck-A
1211	Kota	neck-A
1212	Malayalam	neck-A
1213	Tamil	neck-A
1214	Koya	neck-B
1215	Telugu	neck-B
1216	Toda	neck-B
1217	Kurukh	neck-C
1218	Malto	neck-C
1219	Kannada	neck-D
1220	Kodava	neck-E
1221	Yeruva	neck-E
1222	Tulu	neck-F
1223	Betta_Kurumba	neck-G
1224	Kolami	neck-H
1225	Brahui	neck-I
1226	Malto	neck-J
1227	Ollari_Gadba	neck-K
1228	Gondi	neck-L
1229	Badga	new-A
1230	Kolami	new-B
1231	Koya	new-B
1232	Telugu	new-B
1233	Brahui	new-C
1234	Gondi	new-C
1235	Kannada	new-C
1236	Kodava	new-C
1237	Kota	new-C
1238	Kurukh	new-C
1239	Kuwi	new-C
1240	Malayalam	new-C
1241	Malto	new-C
1242	Parji	new-C
1243	Tamil	new-C
1244	Tamil	new-C
1245	Toda	new-C
1246	Tulu	new-C
1247	Yeruva	new-C
1248	Betta_Kurumba	new-D
1249	Ollari_Gadba	new-E
1250	Badga	night-A
1251	Kota	night-A
1252	Tamil	night-A
1253	Tamil	night-A
1254	Kannada	night-B
1255	Malayalam	night-B
1256	Malto	night-B
1257	Tamil	night-B
1258	Telugu	night-B
1259	Tulu	night-B
1260	Kurukh	night-C
1261	Malto	night-C
1262	Koya	night-D
1263	Kodava	night-E
1264	Yeruva	night-F
1265	Betta_Kurumba	night-G
1266	Toda	night-H
1267	Gondi	night-I
1268	Brahui	night-J
1269	Kuwi	night-J
1270	Kolami	night-K
1271	Badga	nose-A
1272	Betta_Kurumba	nose-A
1273	Kannada	nose-A
1274	Kodava	nose-A
1275	Kolami	nose-A
1276	Kota	nose-A
1277	Kurukh	nose-A
1278	Kuwi	nose-A
1279	Malayalam	nose-A
1280	Ollari_Gadba	nose-A
1281	Parji	nose-A
1282	Tamil	nose-A
1283	Telugu	nose-A
1284	Tulu	nose-A
1285	Yeruva	nose-A
1286	Gondi	nose-B
1287	Koya	nose-B
1288	Toda	nose-C
1289	Malto	nose-D
1290	Brahui	nose-E
1291	Betta_Kurumba	not-A
1292	Gondi	not-A
1293	Kodava	not-A
1294	Kota	not-A
1295	Koya	not-A
1296	Malayalam	not-A
1297	Tamil	not-A
1298	Telugu	not-A
1299	Yeruva	not-A
1300	Kolami	not-B
1301	Telugu	not-B
1302	Betta_Kurumba	not-C
1303	Kannada	not-C
1304	Badga	not-D
1305	Toda	not-E
1306	Tulu	not-E
1307	Kurukh	not-F
1308	Malto	not-F
1309	Brahui	not-G
1310	Brahui	not-H
1311	Malto	not-I
1312	Badga	one-A
1313	Betta_Kurumba	one-A
1314	Brahui	one-A
1315	Gondi	one-A
1316	Kannada	one-A
1317	Kodava	one-A
1318	Kolami	one-A
1319	Kota	one-A
1320	Koya	one-A
1321	Kurukh	one-A
1322	Kuwi	one-A
1323	Malayalam	one-A
1324	Malto	one-A
1325	Ollari_Gadba	one-A
1326	Parji	one-A
1327	Tamil	one-A
1328	Telugu	one-A
1329	Tulu	one-A
1330	Yeruva	one-A
1331	Toda	one-B
1332	Kannada	person-A
1333	Kodava	person-A
1334	Kolami	person-A
1335	Koya	person-A
1336	Malayalam	person-A
1337	Tamil	person-A
1338	Tamil	person-A
1339	Telugu	person-A
1340	Tulu	person-A
1341	Yeruva	person-A
1342	Badga	person-B
1343	Toda	person-C
1344	Betta_Kurumba	person-D
1345	Kurukh	person-D
1346	Gondi	person-E
1347	Malto	person-F
1348	Brahui	person-G
1349	Badga	rain-A
1350	Betta_Kurumba	rain-A
1351	Kannada	rain-A
1352	Kodava	rain-A
1353	Kota	rain-A
1354	Malayalam	rain-A
1355	Tamil	rain-A
1356	Toda	rain-A
1357	Yeruva	rain-A
1358	Telugu	rain-B
1359	Tulu	rain-B
1360	Kolami	rain-C
1361	Koya	rain-C
1362	Parji	rain-C
1363	Telugu	rain-C
1364	Brahui	rain-D
1365	Gondi	rain-D
1366	Malto	rain-E
1367	Kurukh	rain-F
1368	Kuwi	rain-G
1369	Badga	red-A
1370	Brahui	red-A
1371	Kannada	red-A
1372	Kodava	red-A
1373	Kurukh	red-A
1374	Malayalam	red-A
1375	Malto	red-A
1376	Parji	red-A
1377	Tamil	red-A
1378	Tamil	red-A
1379	Tamil	red-A
1380	Toda	red-A
1381	Tulu	red-A
1382	Yeruva	red-A
1383	Gondi	red-B
1384	Gondi	red-B
1385	Kolami	red-B
1386	Koya	red-B
1387	Telugu	red-B
1388	Betta_Kurumba	red-C
1389	Kota	red-D
1390	Kuwi	red-D
1391	Kuwi	red-E
1392	Malayalam	road-A
1393	Tamil	road-A
1394	Kannada	road-B
1395	Telugu	road-B
1396	Malto	road-C
1397	Parji	road-C
1398	Badga	road-D
1399	Kolami	road-D
1400	Kota	road-D
1401	Kurukh	road-D
1402	Telugu	road-D
1403	Betta_Kurumba	road-E
1404	Kodava	road-E
1405	Telugu	road-E
1406	Kannada	road-F
1407	Kodava	road-F
1408	Ollari_Gadba	road-F
1409	Yeruva	road-F
1410	Toda	road-G
1411	Tulu	road-H
1412	Brahui	road-I
1413	Gondi	road-J
1414	Koya	road-J
1415	Kolami	road-K
1416	Badga	root-A
1417	Betta_Kurumba	root-A
1418	Kannada	root-A
1419	Kodava	root-A
1420	Kolami	root-A
1421	Koya	root-A
1422	Kuwi	root-A
1423	Malayalam	root-A
1424	Parji	root-A
1425	Tamil	root-A
1426	Telugu	root-A
1427	Toda	root-A
1428	Tulu	root-A
1429	Yeruva	root-A
1430	Kurukh	root-B
1431	Ollari_Gadba	root-C
1432	Malto	root-D
1433	Brahui	root-E
1434	Gondi	root-F
1435	Kannada	round-A
1436	Kota	round-A
1437	Malayalam	round-A
1438	Tamil	round-A
1439	Gondi	round-B
1440	Koya	round-B
1441	Kurukh	round-B
1442	Malto	round-B
1443	Malto	round-B
1444	Telugu	round-B
1445	Kannada	round-C
1446	Kodava	round-D
1447	Malayalam	round-D
1448	Tamil	round-D
1449	Toda	round-D
1450	Tulu	round-D
1451	Yeruva	round-D
1452	Betta_Kurumba	round-E
1453	Brahui	round-F
1454	Kolami	round-G
1455	Betta_Kurumba	sand-A
1456	Kannada	sand-A
1457	Kodava	sand-A
1458	Malayalam	sand-A
1459	Ollari_Gadba	sand-A
1460	Parji	sand-A
1461	Tamil	sand-A
1462	Toda	sand-A
1463	Yeruva	sand-A
1464	Gondi	sand-B
1465	Kannada	sand-B
1466	Kolami	sand-B
1467	Koya	sand-B
1468	Telugu	sand-B
1469	Tulu	sand-C
1470	Badga	sand-D
1471	Brahui	sand-E
1472	Kurukh	sand-F
1473	Kuwi	sand-F
1474	Malto	sand-G
1475	Tamil	say-A
1476	Tamil	say-A
1477	Malayalam	say-B
1478	Yeruva	say-B
1479	Kannada	say-C
1480	Telugu	say-D
1481	Gondi	say-E
1482	Kodava	say-E
1483	Parji	say-E
1484	Betta_Kurumba	say-F
1485	Koya	say-G
1486	Badga	say-H
1487	Toda	say-I
1488	Tulu	say-J
1489	Brahui	say-K
1490	Kurukh	say-L
1491	Kota	say-M
1492	Malto	say-N
1493	Malayalam	see-A
1494	Tamil	see-A
1495	Badga	see-B
1496	Betta_Kurumba	see-B
1497	Kannada	see-B
1498	Kodava	see-B
1499	Kota	see-B
1500	Toda	see-B
1501	Yeruva	see-B
1502	Gondi	see-C
1503	Ollari_Gadba	see-C
1504	Telugu	see-C
1505	Koya	see-E
1506	Tamil	see-F
1507	Tulu	see-G
1508	Kurukh	see-H
1509	Brahui	see-I
1510	Malto	see-J
1511	Kolami	see-K
1512	Badga	seed-A
1513	Betta_Kurumba	seed-A
1514	Brahui	seed-A
1515	Gondi	seed-A
1516	Kannada	seed-A
1517	Kannada	seed-A
1518	Kolami	seed-A
1519	Kota	seed-A
1520	Kurukh	seed-A
1521	Malayalam	seed-A
1522	Parji	seed-A
1523	Tamil	seed-A
1524	Telugu	seed-A
1525	Telugu	seed-A
1526	Toda	seed-A
1527	Tulu	seed-A
1528	Telugu	seed-B
1529	Kurukh	seed-C
1530	Kodava	seed-D
1531	Yeruva	seed-D
1532	Gondi	seed-F
1533	Koya	seed-F
1534	Malayalam	seed-G
1535	Tamil	sit-A
1536	Malayalam	sit-B
1537	Toda	sit-B
1538	Yeruva	sit-B
1539	Badga	sit-C
1540	Kannada	sit-C
1541	Tulu	sit-C
1542	Betta_Kurumba	sit-D
1543	Telugu	sit-D
1544	Kurukh	sit-E
1545	Malto	sit-E
1546	Betta_Kurumba	sit-F
1547	Kannada	sit-F
1548	Koya	sit-F
1549	Kodava	sit-G
1550	Gondi	sit-H
1551	Kolami	sit-H
1552	Ollari_Gadba	sit-H
1553	Brahui	sit-I
1554	Brahui	sit-J
1555	Badga	skin-A
1556	Betta_Kurumba	skin-A
1557	Gondi	skin-A
1558	Kannada	skin-A
1559	Kodava	skin-A
1560	Kolami	skin-A
1561	Kota	skin-A
1562	Koya	skin-A
1563	Malayalam	skin-A
1564	Ollari_Gadba	skin-A
1565	Parji	skin-A
1566	Tamil	skin-A
1567	Telugu	skin-A
1568	Toda	skin-A
1569	Yeruva	skin-A
1570	Kannada	skin-B
1571	Malayalam	skin-B
1572	Telugu	skin-B
1573	Tulu	skin-B
1574	Brahui	skin-C
1575	Malto	skin-D
1576	Kurukh	skin-E
1577	Badga	sleep-A
1578	Betta_Kurumba	sleep-A
1579	Kodava	sleep-A
1580	Kota	sleep-A
1581	Malayalam	sleep-A
1582	Tamil	sleep-A
1583	Toda	sleep-A
1584	Yeruva	sleep-A
1585	Kannada	sleep-B
1586	Kannada	sleep-C
1587	Telugu	sleep-C
1588	Gondi	sleep-D
1589	Parji	sleep-D
1590	Kurukh	sleep-E
1591	Malto	sleep-E
1592	Tamil	sleep-F
1593	Koya	sleep-G
1594	Tulu	sleep-H
1595	Kolami	sleep-I
1596	Brahui	sleep-J
1597	Malto	sleep-K
1598	Kodava	small-A
1599	Malayalam	small-A
1600	Tamil	small-A
1601	Yeruva	small-A
1602	Kannada	small-B
1603	Brahui	small-C
1604	Gondi	small-C
1605	Kolami	small-C
1606	Koya	small-C
1607	Kurukh	small-C
1608	Parji	small-C
1609	Tamil	small-C
1610	Telugu	small-C
1611	Tulu	small-C
1612	Badga	small-D
1613	Badga	small-E
1614	Betta_Kurumba	small-F
1615	Toda	small-F
1616	Malto	small-G
1617	Malto	small-H
1618	Kota	small-I
1619	Ollari_Gadba	small-J
1620	Badga	smoke-A
1621	Betta_Kurumba	smoke-A
1622	Gondi	smoke-A
1623	Kannada	smoke-A
1624	Kodava	smoke-A
1625	Kolami	smoke-A
1626	Kota	smoke-A
1627	Malayalam	smoke-A
1628	Ollari_Gadba	smoke-A
1629	Tamil	smoke-A
1630	Tamil	smoke-A
1631	Telugu	smoke-A
1632	Toda	smoke-A
1633	Tulu	smoke-A
1634	Yeruva	smoke-A
1635	Koya	smoke-B
1636	Brahui	smoke-C
1637	Kurukh	smoke-C
1638	Malto	smoke-C
1639	Badga	stand-A
1640	Gondi	stand-A
1641	Kannada	stand-A
1642	Kodava	stand-A
1643	Kolami	stand-A
1644	Kota	stand-A
1645	Koya	stand-A
1646	Koya	stand-A
1647	Kurukh	stand-A
1648	Malayalam	stand-A
1649	Malto	stand-A
1650	Parji	stand-A
1651	Tamil	stand-A
1652	Telugu	stand-A
1653	Telugu	stand-A
1654	Yeruva	stand-A
1655	Betta_Kurumba	stand-C
1656	Betta_Kurumba	stand-D
1657	Toda	stand-E
1658	Tulu	stand-F
1659	Brahui	stand-G
1660	Brahui	stand-G
1661	Betta_Kurumba	star-A
1662	Kurukh	star-A
1663	Malto	star-A
1664	Tamil	star-A
1665	Brahui	star-B
1666	Badga	star-C
1667	Kannada	star-C
1668	Kodava	star-C
1669	Kota	star-C
1670	Malayalam	star-C
1671	Tamil	star-C
1672	Telugu	star-C
1673	Toda	star-C
1674	Tulu	star-C
1675	Yeruva	star-C
1676	Gondi	star-D
1677	Kolami	star-D
1678	Koya	star-D
1679	Kuwi	star-D
1680	Parji	star-D
1681	Telugu	star-D
1682	Ollari_Gadba	star-E
1683	Badga	star-F
1684	Badga	stone-A
1685	Betta_Kurumba	stone-A
1686	Brahui	stone-A
1687	Kannada	stone-A
1688	Kannada	stone-A
1689	Kodava	stone-A
1690	Kota	stone-A
1691	Malayalam	stone-A
1692	Ollari_Gadba	stone-A
1693	Parji	stone-A
1694	Tamil	stone-A
1695	Toda	stone-A
1696	Tulu	stone-A
1697	Yeruva	stone-A
1698	Koya	stone-B
1699	Telugu	stone-B
1700	Kuwi	stone-C
1701	Gondi	stone-D
1702	Kolami	stone-E
1703	Malto	stone-F
1704	Kurukh	stone-G
1705	Kannada	sun-A
1706	Kodava	sun-A
1707	Kolami	sun-A
1708	Kota	sun-A
1709	Malayalam	sun-A
1710	Tamil	sun-A
1711	Telugu	sun-A
1712	Toda	sun-A
1713	Tulu	sun-A
1714	Yeruva	sun-A
1715	Betta_Kurumba	sun-B
1716	Gondi	sun-B
1717	Kolami	sun-B
1718	Kota	sun-B
1719	Koya	sun-B
1720	Telugu	sun-B
1721	Kurukh	sun-C
1722	Malto	sun-C
1723	Badga	sun-D
1724	Brahui	sun-E
1725	Kuwi	sun-F
1726	Ollari_Gadba	sun-F
1727	Badga	swim-A
1728	Betta_Kurumba	swim-A
1729	Kannada	swim-A
1730	Kota	swim-A
1731	Koya	swim-A
1732	Malayalam	swim-A
1733	Tamil	swim-A
1734	Telugu	swim-A
1735	Toda	swim-A
1736	Kurukh	swim-B
1737	Malto	swim-B
1738	Kodava	swim-C
1739	Yeruva	swim-D
1740	Tulu	swim-E
1741	Kolami	swim-F
1742	Gondi	swim-G
1743	Gondi	swim-H
1744	Brahui	swim-I
1745	Badga	tail-A
1746	Betta_Kurumba	tail-A
1747	Kannada	tail-A
1748	Kodava	tail-A
1749	Kota	tail-A
1750	Malayalam	tail-A
1751	Tamil	tail-A
1752	Telugu	tail-A
1753	Toda	tail-A
1754	Yeruva	tail-A
1755	Gondi	tail-B
1756	Kolami	tail-B
1757	Koya	tail-B
1758	Parji	tail-B
1759	Telugu	tail-B
1760	Kurukh	tail-C
1761	Malto	tail-C
1762	Tulu	tail-D
1763	Brahui	tail-E
1764	Ollari_Gadba	tail-F
1765	Badga	that-A
1766	Betta_Kurumba	that-A
1767	Gondi	that-A
1768	Kannada	that-A
1769	Kannada	that-A
1770	Kodava	that-A
1771	Kolami	that-A
1772	Kota	that-A
1773	Koya	that-A
1774	Kurukh	that-A
1775	Malayalam	that-A
1776	Malayalam	that-A
1777	Malto	that-A
1778	Malto	that-A
1779	Ollari_Gadba	that-A
1780	Parji	that-A
1781	Tamil	that-A
1782	Tamil	that-A
1783	Telugu	that-A
1784	Telugu	that-A
1785	Toda	that-A
1786	Tulu	that-A
1787	Yeruva	that-A
1788	Brahui	that-B
1789	Kuwi	that-B
1790	Badga	this-A
1791	Betta_Kurumba	this-A
1792	Gondi	this-A
1793	Kannada	this-A
1794	Kodava	this-A
1795	Kolami	this-A
1796	Kota	this-A
1797	Koya	this-A
1798	Kurukh	this-A
1799	Kuwi	this-A
1800	Malayalam	this-A
1801	Malayalam	this-A
1802	Malto	this-A
1803	Ollari_Gadba	this-A
1804	Parji	this-A
1805	Tamil	this-A
1806	Tamil	this-A
1807	Telugu	this-A
1808	Telugu	this-A
1809	Toda	this-A
1810	Yeruva	this-A
1811	Tulu	this-B
1812	Brahui	this-C
1813	Badga	thou-A
1814	Betta_Kurumba	thou-A
1815	Brahui	thou-A
1816	Gondi	thou-A
1817	Kannada	thou-A
1818	Kodava	thou-A
1819	Kolami	thou-A
1820	Kota	thou-A
1821	Koya	thou-A
1822	Kurukh	thou-A
1823	Kuwi	thou-A
1824	Malayalam	thou-A
1825	Malto	thou-A
1826	Malto	thou-A
1827	Ollari_Gadba	thou-A
1828	Parji	thou-A
1829	Tamil	thou-A
1830	Telugu	thou-A
1831	Telugu	thou-A
1832	Toda	thou-A
1833	Tulu	thou-A
1834	Yeruva	thou-A
1835	Badga	tongue-A
1836	Betta_Kurumba	tongue-A
1837	Kannada	tongue-A
1838	Kodava	tongue-A
1839	Kolami	tongue-A
1840	Kota	tongue-A
1841	Koya	tongue-A
1842	Malayalam	tongue-A
1843	Ollari_Gadba	tongue-A
1844	Parji	tongue-A
1845	Tamil	tongue-A
1846	Telugu	tongue-A
1847	Toda	tongue-A
1848	Tulu	tongue-A
1849	Yeruva	tongue-A
1850	Kurukh	tongue-B
1851	Malto	tongue-B
1852	Gondi	tongue-C
1853	Kuwi	tongue-C
1854	Brahui	tongue-D
1855	Badga	tooth-A
1856	Betta_Kurumba	tooth-A
1857	Gondi	tooth-A
1858	Kannada	tooth-A
1859	Kodava	tooth-A
1860	Kolami	tooth-A
1861	Kota	tooth-A
1862	Koya	tooth-A
1863	Kurukh	tooth-A
1864	Kuwi	tooth-A
1865	Malayalam	tooth-A
1866	Malto	tooth-A
1867	Ollari_Gadba	tooth-A
1868	Parji	tooth-A
1869	Tamil	tooth-A
1870	Telugu	tooth-A
1871	Toda	tooth-A
1872	Yeruva	tooth-A
1873	Tulu	tooth-B
1874	Brahui	tooth-C
1875	Brahui	tooth-C
1876	Badga	tree-A
1877	Betta_Kurumba	tree-A
1878	Gondi	tree-A
1879	Kannada	tree-A
1880	Kodava	tree-A
1881	Kolami	tree-A
1882	Kota	tree-A
1883	Koya	tree-A
1884	Kurukh	tree-A
1885	Malayalam	tree-A
1886	Parji	tree-A
1887	Tamil	tree-A
1888	Toda	tree-A
1889	Tulu	tree-A
1890	Yeruva	tree-A
1891	Telugu	tree-B
1892	Malayalam	tree-C
1893	Brahui	tree-D
1894	Kuwi	tree-E
1895	Badga	two-A
1896	Betta_Kurumba	two-A
1897	Brahui	two-A
1898	Gondi	two-A
1899	Kannada	two-A
1900	Kodava	two-A
1901	Kota	two-A
1902	Koya	two-A
1903	Kurukh	two-A
1904	Kuwi	two-A
1905	Malayalam	two-A
1906	Ollari_Gadba	two-A
1907	Parji	two-A
1908	Tamil	two-A
1909	Telugu	two-A
1910	Toda	two-A
1911	Tulu	two-A
1912	Yeruva	two-A
1913	Malto	two-B
1914	Malto	two-C
1915	Malto	two-D
1916	Kolami	two-E
1917	Badga	walk-A
1918	Betta_Kurumba	walk-A
1919	Kannada	walk-A
1920	Kodava	walk-A
1921	Kota	walk-A
1922	Koya	walk-A
1923	Malayalam	walk-A
1924	Tamil	walk-A
1925	Telugu	walk-A
1926	Toda	walk-A
1927	Toda	walk-A
1928	Tulu	walk-A
1929	Yeruva	walk-A
1930	Kolami	walk-B
1931	Kurukh	walk-C
1932	Malto	walk-C
1933	Gondi	walk-D
1934	Brahui	walk-E
1935	Brahui	warm-A
1936	Kannada	warm-A
1937	Kodava	warm-A
1938	Kolami	warm-A
1939	Koya	warm-A
1940	Ollari_Gadba	warm-A
1941	Tamil	warm-A
1942	Telugu	warm-A
1943	Tulu	warm-A
1944	Yeruva	warm-A
1945	Malayalam	warm-B
1946	Betta_Kurumba	warm-C
1947	Tamil	warm-C
1948	Badga	warm-D
1949	Badga	warm-D
1950	Toda	warm-E
1951	Malayalam	warm-F
1952	Malto	warm-G
1953	Gondi	warm-H
1954	Kurukh	warm-I
1955	Kurukh	warm-J
1956	Tamil	water-A
1957	Malayalam	water-B
1958	Malayalam	water-C
1959	Kurukh	water-D
1960	Malto	water-D
1961	Badga	water-E
1962	Betta_Kurumba	water-E
1963	Brahui	water-E
1964	Kannada	water-E
1965	Kodava	water-E
1966	Kolami	water-E
1967	Kota	water-E
1968	Koya	water-E
1969	Ollari_Gadba	water-E
1970	Parji	water-E
1971	Tamil	water-E
1972	Telugu	water-E
1973	Telugu	water-E
1974	Toda	water-E
1975	Tulu	water-E
1976	Yeruva	water-E
1977	Kuwi	water-F
1978	Gondi	water-G
1979	Badga	we-A
1980	Brahui	we-A
1981	Kannada	we-A
1982	Kodava	we-A
1983	Koya	we-A
1984	Kurukh	we-A
1985	Malayalam	we-A
1986	Malto	we-A
1987	Tamil	we-A
1988	Telugu	we-A
1989	Yeruva	we-A
1990	Betta_Kurumba	we-B
1991	Betta_Kurumba	we-B
1992	Gondi	we-B
1993	Kolami	we-B
1994	Kota	we-B
1995	Koya	we-B
1996	Kuwi	we-B
1997	Malayalam	we-B
1998	Ollari_Gadba	we-B
1999	Parji	we-B
2000	Tamil	we-B
2001	Telugu	we-B
2002	Toda	we-B
2003	Tulu	we-B
2004	Badga	what-A
2005	Betta_Kurumba	what-A
2006	Brahui	what-A
2007	Gondi	what-A
2008	Kannada	what-A
2009	Kodava	what-A
2010	Kolami	what-A
2011	Kota	what-A
2012	Koya	what-A
2013	Kurukh	what-A
2014	Kuwi	what-A
2015	Malayalam	what-A
2016	Malto	what-A
2017	Malto	what-A
2018	Ollari_Gadba	what-A
2019	Parji	what-A
2020	Tamil	what-A
2021	Telugu	what-A
2022	Telugu	what-A
2023	Telugu	what-A
2024	Toda	what-A
2025	Tulu	what-A
2026	Yeruva	what-A
2027	Badga	white-A
2028	Betta_Kurumba	white-A
2029	Kannada	white-A
2030	Kodava	white-A
2031	Kota	white-A
2032	Malayalam	white-A
2033	Parji	white-A
2034	Tamil	white-A
2035	Telugu	white-A
2036	Toda	white-A
2037	Tulu	white-A
2038	Yeruva	white-A
2039	Gondi	white-B
2040	Kolami	white-B
2041	Koya	white-B
2042	Telugu	white-B
2043	Kurukh	white-C
2044	Kuwi	white-C
2045	Brahui	white-D
2046	Malto	white-E
2047	Malto	white-F
2048	Kuwi	white-G
2049	Kuwi	white-H
2050	Betta_Kurumba	who-A
2051	Brahui	who-A
2052	Gondi	who-A
2053	Kannada	who-A
2054	Kodava	who-A
2055	Kota	who-A
2056	Kurukh	who-A
2057	Malayalam	who-A
2058	Malto	who-A
2059	Parji	who-A
2060	Tamil	who-A
2061	Telugu	who-A
2062	Toda	who-A
2063	Tulu	who-A
2064	Yeruva	who-A
2065	Badga	who-B
2066	Koya	who-C
2067	Kuwi	who-D
2068	Betta_Kurumba	woman-A
2069	Kannada	woman-A
2070	Kodava	woman-A
2071	Kota	woman-A
2072	Malayalam	woman-A
2073	Tamil	woman-A
2074	Tamil	woman-A
2075	Tulu	woman-A
2076	Kannada	woman-B
2077	Malayalam	woman-B
2078	Telugu	woman-B
2079	Telugu	woman-D
2080	Toda	woman-E
2081	Koya	woman-F
2082	Koya	woman-G
2083	Telugu	woman-H
2084	Badga	woman-I
2085	Yeruva	woman-J
2086	Brahui	woman-K
2087	Malto	woman-L
2088	Kurukh	woman-M
2089	Kurukh	woman-N
2090	Kolami	woman-O
2091	Gondi	woman-P
2092	Kuwi	woman-Q
2093	Kuwi	woman-R
2094	Kuwi	woman-S
2095	Badga	yellow-A
2096	Betta_Kurumba	yellow-A
2097	Kodava	yellow-A
2098	Kota	yellow-A
2099	Malayalam	yellow-A
2100	Tamil	yellow-A
2101	Tulu	yellow-A
2102	Yeruva	yellow-A
2103	Kannada	yellow-B
2104	Koya	yellow-C
2105	Telugu	yellow-C
2106	Toda	yellow-D
2107	Kurukh	yellow-E
2108	Malto	yellow-E
2109	Kuwi	yellow-F
2110	Brahui	yellow-G
2111	Kuwi	yellow-H
2112	Gondi	yellow-I
2113	Gondi	yellow-J
2114	Kolami	yellow-K
